scenario,dataset,algorithm,total_submitted,total_completed,edge_completed,cloud_completed,total_incomplete,completion_ratio,edge_execution_ratio,cloud_execution_ratio,avg_waiting_time,avg_execution_time,avg_turnaround_time,avg_wall_clock_time,makespan,throughput,avg_cost,runner_wall_clock_ms,run_file
no_stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,QCLAR,5818,5818,0,5818,0,1.0,0.0,1.0,7109072.0762,11834.2306,7120906.3068,7120906.3068,16918449.74,0.0003,18934.769,6272,iQuantumSummary-no_stress-15-04-2026_16-13-46.csv
no_stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,QCLAAR,5818,5818,0,5818,0,1.0,0.0,1.0,7017250.0841,11783.5243,7029033.6084,7029033.6084,15757402.24,0.0004,18853.6389,6048,iQuantumSummary-no_stress-15-04-2026_16-13-46.csv
no_stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,Lottery,7315,7315,1497,5818,0,1.0,0.2046,0.7954,5876355.3568,8807.5672,5885162.924,5885162.924,16371165.54,0.0004,14092.1075,6398,iQuantumSummary-no_stress-15-04-2026_16-13-46.csv
no_stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,FCFS,7315,7315,1497,5818,0,1.0,0.2046,0.7954,97550567.9725,33886.1667,97584454.1392,97584454.1392,244977497.05,0.0,54217.8667,6151,iQuantumSummary-no_stress-15-04-2026_16-13-46.csv
no_stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,LoadAware,7315,7315,1497,5818,0,1.0,0.2046,0.7954,7627413.6783,16174.1459,7643587.8241,7643587.8241,39901714.69,0.0002,25878.6334,6265,iQuantumSummary-no_stress-15-04-2026_16-13-46.csv
no_stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,QCLAR,7315,7315,1497,5818,0,1.0,0.2046,0.7954,5729227.8587,9831.3867,5739059.2454,5739059.2454,16918449.75,0.0004,15730.2187,6219,iQuantumSummary-no_stress-15-04-2026_16-13-46.csv
no_stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,QCLAAR,7315,7315,1497,5818,0,1.0,0.2046,0.7954,5656197.0521,9791.0573,5665988.1094,5665988.1094,15757402.25,0.0005,15665.6917,6036,iQuantumSummary-no_stress-15-04-2026_16-13-46.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,Lottery,298,298,298,0,0,1.0,1.0,0.0,84022.2344,1679.6326,85701.867,85701.867,210520.92,0.0014,2687.4121,176,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,FCFS,298,298,298,0,0,1.0,1.0,0.0,246699.6756,1519.0365,248218.712,248218.712,452672.87,0.0007,2430.4584,94,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,LoadAware,298,298,298,0,0,1.0,1.0,0.0,57793.0979,1801.4494,59594.5473,59594.5473,290883.46,0.001,2882.319,72,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,QCLAR,298,298,298,0,0,1.0,1.0,0.0,56461.1283,1769.2657,58230.394,58230.394,261795.1,0.0011,2830.8251,76,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,QCLAAR,298,298,298,0,0,1.0,1.0,0.0,56461.1283,1769.2657,58230.394,58230.394,261795.1,0.0011,2830.8251,67,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,Lottery,1133,1133,1133,0,0,1.0,1.0,0.0,938867.2493,4371.5631,943238.8124,943238.8124,2010636.08,0.0006,6994.501,230,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,FCFS,1133,1133,1133,0,0,1.0,1.0,0.0,2675334.1733,3938.2962,2679272.4695,2679272.4695,4462089.59,0.0003,6301.2739,171,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,LoadAware,1133,1133,1133,0,0,1.0,1.0,0.0,633447.3694,4691.3382,638138.7076,638138.7076,2895691.93,0.0004,7506.1411,92,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,QCLAR,1133,1133,1133,0,0,1.0,1.0,0.0,629124.8844,4613.3941,633738.2785,633738.2785,2606122.97,0.0004,7381.4305,96,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,QCLAAR,1133,1133,1133,0,0,1.0,1.0,0.0,629124.8844,4613.3941,633738.2785,633738.2785,2606122.97,0.0004,7381.4305,94,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,Lottery,5818,5818,0,5818,0,1.0,0.0,1.0,15489559.2275,23227.5215,15512786.749,15512786.749,37138856.72,0.0002,37164.0344,3918,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,FCFS,5818,5818,0,5818,0,1.0,0.0,1.0,263949774.7187,91023.8494,264040798.5681,264040798.5681,529576755.93,0.0,145638.1591,3713,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,LoadAware,5818,5818,0,5818,0,1.0,0.0,1.0,21171859.4369,44152.34,21216011.777,21216011.777,90321312.34,0.0001,70643.7441,3649,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,QCLAR,5818,5818,0,5818,0,1.0,0.0,1.0,15320713.3679,26049.7555,15346763.1234,15346763.1234,37419998.51,0.0002,41679.6087,3661,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,QCLAAR,5818,5818,0,5818,0,1.0,0.0,1.0,15227659.834,25256.1133,15252915.9474,15252915.9474,38443731.89,0.0002,40409.7813,3652,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,Lottery,7315,7315,1497,5818,0,1.0,0.2046,0.7954,12084633.2595,18190.0811,12102823.3406,12102823.3406,34560435.15,0.0002,29104.1298,3716,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,FCFS,7315,7315,1497,5818,0,1.0,0.2046,0.7954,202025354.3378,70580.7531,202095935.0908,202095935.0908,511010123.45,0.0,112929.2049,3844,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,LoadAware,7315,7315,1497,5818,0,1.0,0.2046,0.7954,15414074.8636,34132.9202,15448207.7838,15448207.7838,89614837.61,0.0001,54612.6723,3742,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,QCLAR,7315,7315,1497,5818,0,1.0,0.2046,0.7954,11847379.9255,19363.5652,11866743.4907,11866743.4907,31789198.31,0.0002,30981.7043,3795,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,QCLAAR,7315,7315,1497,5818,0,1.0,0.2046,0.7954,11616648.4019,20005.9685,11636654.3704,11636654.3704,32793659.09,0.0002,32009.5496,3789,iQuantumSummary-stress-15-04-2026_15-12-12.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,Lottery,298,298,298,0,0,1.0,1.0,0.0,100783.1317,1754.0404,102537.1721,102537.1721,265112.32,0.0011,2806.4646,154,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,FCFS,298,298,298,0,0,1.0,1.0,0.0,246699.6756,1519.0365,248218.712,248218.712,452672.87,0.0007,2430.4584,70,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,LoadAware,298,298,298,0,0,1.0,1.0,0.0,57793.0979,1801.4494,59594.5473,59594.5473,290883.46,0.001,2882.319,74,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,QCLAR,298,298,298,0,0,1.0,1.0,0.0,56461.1283,1769.2657,58230.394,58230.394,261795.1,0.0011,2830.8251,57,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,QCLAAR,298,298,298,0,0,1.0,1.0,0.0,56461.1283,1769.2657,58230.394,58230.394,261795.1,0.0011,2830.8251,44,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,Lottery,1133,1133,1133,0,0,1.0,1.0,0.0,940855.5366,4440.6561,945296.1927,945296.1927,1694173.3,0.0007,7105.0497,185,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,FCFS,1133,1133,1133,0,0,1.0,1.0,0.0,2675334.1733,3938.2962,2679272.4695,2679272.4695,4462089.59,0.0003,6301.2739,134,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,LoadAware,1133,1133,1133,0,0,1.0,1.0,0.0,633447.3694,4691.3382,638138.7076,638138.7076,2895691.93,0.0004,7506.1411,132,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,QCLAR,1133,1133,1133,0,0,1.0,1.0,0.0,629124.8844,4613.3941,633738.2785,633738.2785,2606122.97,0.0004,7381.4305,135,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,QCLAAR,1133,1133,1133,0,0,1.0,1.0,0.0,629124.8844,4613.3941,633738.2785,633738.2785,2606122.97,0.0004,7381.4305,103,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,Lottery,5818,5818,0,5818,0,1.0,0.0,1.0,15453648.0739,23819.1829,15477467.2567,15477467.2567,35576455.86,0.0002,38110.6926,7345,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,FCFS,5818,5818,0,5818,0,1.0,0.0,1.0,263949774.7187,91023.8494,264040798.5681,264040798.5681,529576755.93,0.0,145638.1591,7368,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,LoadAware,5818,5818,0,5818,0,1.0,0.0,1.0,21171859.4369,44152.34,21216011.777,21216011.777,90321312.34,0.0001,70643.7441,7033,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,QCLAR,5818,5818,0,5818,0,1.0,0.0,1.0,15320713.3679,26049.7555,15346763.1234,15346763.1234,37419998.51,0.0002,41679.6087,6773,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,QCLAAR,5818,5818,0,5818,0,1.0,0.0,1.0,15227659.834,25256.1133,15252915.9474,15252915.9474,38443731.89,0.0002,40409.7813,7203,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,Lottery,7315,7315,1497,5818,0,1.0,0.2046,0.7954,12006849.6252,18908.9317,12025758.5569,12025758.5569,34165268.82,0.0002,30254.2907,7303,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,FCFS,7315,7315,1497,5818,0,1.0,0.2046,0.7954,202025354.3378,70580.7531,202095935.0908,202095935.0908,511010123.45,0.0,112929.2049,6893,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,LoadAware,7315,7315,1497,5818,0,1.0,0.2046,0.7954,15414074.8636,34132.9202,15448207.7838,15448207.7838,89614837.61,0.0001,54612.6723,7031,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,QCLAR,7315,7315,1497,5818,0,1.0,0.2046,0.7954,11847379.9255,19363.5652,11866743.4907,11866743.4907,31789198.31,0.0002,30981.7043,7257,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,QCLAAR,7315,7315,1497,5818,0,1.0,0.2046,0.7954,11616648.4019,20005.9685,11636654.3704,11636654.3704,32793659.09,0.0002,32009.5496,4642,iQuantumSummary-stress-15-04-2026_16-05-09.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,Lottery,298,298,298,0,0,1.0,1.0,0.0,101610.2281,1761.8898,103372.1179,103372.1179,291876.29,0.001,2819.0237,146,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,FCFS,298,298,298,0,0,1.0,1.0,0.0,246699.6756,1519.0365,248218.712,248218.712,452672.87,0.0007,2430.4584,63,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,LoadAware,298,298,298,0,0,1.0,1.0,0.0,57793.0979,1801.4494,59594.5473,59594.5473,290883.46,0.001,2882.319,45,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,QCLAR,298,298,298,0,0,1.0,1.0,0.0,56461.1283,1769.2657,58230.394,58230.394,261795.1,0.0011,2830.8251,49,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,QCLAAR,298,298,298,0,0,1.0,1.0,0.0,56461.1283,1769.2657,58230.394,58230.394,261795.1,0.0011,2830.8251,40,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,Lottery,1133,1133,1133,0,0,1.0,1.0,0.0,1043112.8292,4692.2064,1047805.0357,1047805.0357,3030343.38,0.0004,7507.5303,162,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,FCFS,1133,1133,1133,0,0,1.0,1.0,0.0,2675334.1733,3938.2962,2679272.4695,2679272.4695,4462089.59,0.0003,6301.2739,149,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,LoadAware,1133,1133,1133,0,0,1.0,1.0,0.0,633447.3694,4691.3382,638138.7076,638138.7076,2895691.93,0.0004,7506.1411,102,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,QCLAR,1133,1133,1133,0,0,1.0,1.0,0.0,629124.8844,4613.3941,633738.2785,633738.2785,2606122.97,0.0004,7381.4305,107,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,QCLAAR,1133,1133,1133,0,0,1.0,1.0,0.0,629124.8844,4613.3941,633738.2785,633738.2785,2606122.97,0.0004,7381.4305,100,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,Lottery,5818,5818,0,5818,0,1.0,0.0,1.0,15375503.6843,23397.6547,15398901.339,15398901.339,36464869.0,0.0002,37436.2476,4100,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,FCFS,5818,5818,0,5818,0,1.0,0.0,1.0,263949774.7187,91023.8494,264040798.5681,264040798.5681,529576755.93,0.0,145638.1591,3883,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,LoadAware,5818,5818,0,5818,0,1.0,0.0,1.0,21171859.4369,44152.34,21216011.777,21216011.777,90321312.34,0.0001,70643.7441,3804,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,QCLAR,5818,5818,0,5818,0,1.0,0.0,1.0,15320713.3679,26049.7555,15346763.1234,15346763.1234,37419998.51,0.0002,41679.6087,3880,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,QCLAAR,5818,5818,0,5818,0,1.0,0.0,1.0,15227659.834,25256.1133,15252915.9474,15252915.9474,38443731.89,0.0002,40409.7813,3862,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,Lottery,7315,7315,1497,5818,0,1.0,0.2046,0.7954,12136913.5455,18055.1701,12154968.7156,12154968.7156,38031262.96,0.0002,28888.2721,3992,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,FCFS,7315,7315,1497,5818,0,1.0,0.2046,0.7954,202025354.3378,70580.7531,202095935.0908,202095935.0908,511010123.45,0.0,112929.2049,4072,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,LoadAware,7315,7315,1497,5818,0,1.0,0.2046,0.7954,15414074.8636,34132.9202,15448207.7838,15448207.7838,89614837.61,0.0001,54612.6723,3948,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,QCLAR,7315,7315,1497,5818,0,1.0,0.2046,0.7954,11847379.9255,19363.5652,11866743.4907,11866743.4907,31789198.31,0.0002,30981.7043,3949,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,QCLAAR,7315,7315,1497,5818,0,1.0,0.2046,0.7954,11616648.4019,20005.9685,11636654.3704,11636654.3704,32793659.09,0.0002,32009.5496,3962,iQuantumSummary-stress-15-04-2026_16-06-44.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,Lottery,298,298,298,0,0,1.0,1.0,0.0,95809.5377,1767.518,97577.0557,97577.0557,232343.98,0.0013,2828.0288,138,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,FCFS,298,298,298,0,0,1.0,1.0,0.0,246699.6756,1519.0365,248218.712,248218.712,452672.87,0.0007,2430.4584,79,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,LoadAware,298,298,298,0,0,1.0,1.0,0.0,57793.0979,1801.4494,59594.5473,59594.5473,290883.46,0.001,2882.319,73,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,QCLAR,298,298,298,0,0,1.0,1.0,0.0,56461.1283,1769.2657,58230.394,58230.394,261795.1,0.0011,2830.8251,56,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,QCLAAR,298,298,298,0,0,1.0,1.0,0.0,56461.1283,1769.2657,58230.394,58230.394,261795.1,0.0011,2830.8251,58,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,Lottery,1133,1133,1133,0,0,1.0,1.0,0.0,1075734.1665,4803.031,1080537.1975,1080537.1975,3934902.8,0.0003,7684.8495,185,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,FCFS,1133,1133,1133,0,0,1.0,1.0,0.0,2675334.1733,3938.2962,2679272.4695,2679272.4695,4462089.59,0.0003,6301.2739,112,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,LoadAware,1133,1133,1133,0,0,1.0,1.0,0.0,633447.3694,4691.3382,638138.7076,638138.7076,2895691.93,0.0004,7506.1411,129,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,QCLAR,1133,1133,1133,0,0,1.0,1.0,0.0,629124.8844,4613.3941,633738.2785,633738.2785,2606122.97,0.0004,7381.4305,114,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,QCLAAR,1133,1133,1133,0,0,1.0,1.0,0.0,629124.8844,4613.3941,633738.2785,633738.2785,2606122.97,0.0004,7381.4305,104,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,Lottery,5818,5818,0,5818,0,1.0,0.0,1.0,15462023.9478,23153.1629,15485177.1107,15485177.1107,34214170.12,0.0002,37045.0606,3902,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,FCFS,5818,5818,0,5818,0,1.0,0.0,1.0,263949774.7187,91023.8494,264040798.5681,264040798.5681,529576755.93,0.0,145638.1591,3745,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,LoadAware,5818,5818,0,5818,0,1.0,0.0,1.0,21171859.4369,44152.34,21216011.777,21216011.777,90321312.34,0.0001,70643.7441,3908,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,QCLAR,5818,5818,0,5818,0,1.0,0.0,1.0,15320713.3679,26049.7555,15346763.1234,15346763.1234,37419998.51,0.0002,41679.6087,3730,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,QCLAAR,5818,5818,0,5818,0,1.0,0.0,1.0,15227659.834,25256.1133,15252915.9474,15252915.9474,38443731.89,0.0002,40409.7813,3703,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,Lottery,7315,7315,1497,5818,0,1.0,0.2046,0.7954,12214542.7887,18246.3032,12232789.0918,12232789.0918,37822136.13,0.0002,29194.0851,3865,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,FCFS,7315,7315,1497,5818,0,1.0,0.2046,0.7954,202025354.3378,70580.7531,202095935.0908,202095935.0908,511010123.45,0.0,112929.2049,3846,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,LoadAware,7315,7315,1497,5818,0,1.0,0.2046,0.7954,15414074.8636,34132.9202,15448207.7838,15448207.7838,89614837.61,0.0001,54612.6723,3902,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,QCLAR,7315,7315,1497,5818,0,1.0,0.2046,0.7954,11847379.9255,19363.5652,11866743.4907,11866743.4907,31789198.31,0.0002,30981.7043,3887,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set04-7-127-AllOpt-IBMMapped-Extra.csv,QCLAAR,7315,7315,1497,5818,0,1.0,0.2046,0.7954,11616648.4019,20005.9685,11636654.3704,11636654.3704,32793659.09,0.0002,32009.5496,3917,iQuantumSummary-stress-15-04-2026_16-07-46.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,Lottery,298,298,298,0,0,1.0,1.0,0.0,86810.7957,1732.0005,88542.7961,88542.7961,211122.18,0.0014,2771.2008,162,iQuantumSummary-stress-15-04-2026_16-08-45.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,FCFS,298,298,298,0,0,1.0,1.0,0.0,246699.6756,1519.0365,248218.712,248218.712,452672.87,0.0007,2430.4584,85,iQuantumSummary-stress-15-04-2026_16-08-45.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,LoadAware,298,298,298,0,0,1.0,1.0,0.0,57793.0979,1801.4494,59594.5473,59594.5473,290883.46,0.001,2882.319,85,iQuantumSummary-stress-15-04-2026_16-08-45.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,QCLAR,298,298,298,0,0,1.0,1.0,0.0,56461.1283,1769.2657,58230.394,58230.394,261795.1,0.0011,2830.8251,61,iQuantumSummary-stress-15-04-2026_16-08-45.csv
stress,MQT-Set01-298-10-27-IBMQ27-Opt3-Extra.csv,QCLAAR,298,298,298,0,0,1.0,1.0,0.0,56461.1283,1769.2657,58230.394,58230.394,261795.1,0.0011,2830.8251,66,iQuantumSummary-stress-15-04-2026_16-08-45.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,Lottery,1133,1133,1133,0,0,1.0,1.0,0.0,1004378.1873,4455.7683,1008833.9556,1008833.9556,2526452.17,0.0004,7129.2293,140,iQuantumSummary-stress-15-04-2026_16-08-45.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,FCFS,1133,1133,1133,0,0,1.0,1.0,0.0,2675334.1733,3938.2962,2679272.4695,2679272.4695,4462089.59,0.0003,6301.2739,124,iQuantumSummary-stress-15-04-2026_16-08-45.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,LoadAware,1133,1133,1133,0,0,1.0,1.0,0.0,633447.3694,4691.3382,638138.7076,638138.7076,2895691.93,0.0004,7506.1411,121,iQuantumSummary-stress-15-04-2026_16-08-45.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,QCLAR,1133,1133,1133,0,0,1.0,1.0,0.0,629124.8844,4613.3941,633738.2785,633738.2785,2606122.97,0.0004,7381.4305,109,iQuantumSummary-stress-15-04-2026_16-08-45.csv
stress,MQT-Set02-10-27-Mapped-AllAlgorithmLeft-Extra.csv,QCLAAR,1133,1133,1133,0,0,1.0,1.0,0.0,629124.8844,4613.3941,633738.2785,633738.2785,2606122.97,0.0004,7381.4305,114,iQuantumSummary-stress-15-04-2026_16-08-45.csv
stress,MQT-Set03-7-127-AllOpt-IBMMapped-Only127-Extra.csv,Lottery,5818,5818,0,5818,0,1.0,0.0,1.0,15622196.5976,22870.5235,15645067.1211,15645067.1211,36914722.89,0.0002,36592.8376,4658,iQuantumSummary-stress-15-04-2026_16-08-45.csv
